title,budget,release_year,runtime,vote_average,label
Diary of the Dead,2000000 ,2007,95,5.4,0
Donovan's Reef,2686000 ,1963,109,6,0
A Guy Named Joe,2627000 ,1944,120,6,0
Blazing Saddles,2600000 ,1974,93,7.2,1
Friday the 13th: The Final Chapter,2600000 ,1984,91,5.9,0
Ida,2159280 ,2013,80,7.1,1
Riding Giants,2600000 ,2004,105,7.6,1
Timecrimes,2600000 ,2007,92,7,0
Timber Falls,2600000 ,2007,97,5.2,0
Singin' in the Rain,2540800 ,1952,103,7.8,1
A Haunted House,2500000 ,2013,86,5.4,0
2016: Obama's America,2500000 ,2012,87,4.6,0
Halloween III: Season of the Witch,2500000 ,1982,98,5,0
Escape from the Planet of the Apes,2500000 ,1971,98,6.3,0
Hud,2500000 ,1963,112,7.5,1
My Own Private Idaho,2500000 ,1991,104,7.1,1
Garden State,2500000 ,2004,102,7.1,1
Before Sunrise,2500000 ,1995,105,7.7,1
Robot & Frank,2500000 ,2012,85,6.8,0
The Spectacular Now,2500000 ,2013,95,6.8,0
Eye of the Dolphin,2500000 ,2007,100,7.1,1
The Other End of the Line,14000000 ,2008,106,6.1,0
Sleep Dealer,2500000 ,2008,90,6,0
Super,2500000 ,2010,96,6.6,0
Stung,2500000 ,2015,87,4.9,0
Antibirth,35000000 ,2016,94,4.8,0
Get on the Bus,2400000 ,1996,120,7,0
Idiocracy,30000000 ,2006,84,6.3,0
The Rise of the Krays,2500000 ,2015,110,4.5,0
This Is England,2380000 ,2006,101,7.4,1
U.F.O.,2500000 ,2012,101,3.1,0
Bathing Beauty,2361000 ,1944,101,7,0
Go for It!,2450000 ,2011,105,4.6,0
Show Boat,2300000 ,1951,107,6.9,0
The Brave Little Toaster,2000000 ,1987,90,6.7,0
Fantasia,2280000 ,1940,124,7.2,1
Friday the 13th Part III,4000000 ,1982,95,5.7,0
Friday the 13th: A New Beginning,2200000 ,1985,92,5.1,0
The Valley of Decision,2160000 ,1945,119,5.8,0
Eden,2300000 ,2015,97,5.6,0
The Best Years of Our Lives,2100000 ,1946,172,7.6,1
Mi America,2100000 ,2015,126,0,0
From Russia with Love,2000000 ,1963,115,6.9,0
Sleeper,2000000 ,1973,89,7,0
It Follows,2000000 ,2015,100,6.6,0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000 ,1972,88,6.6,0
To Kill a Mockingbird,2000000 ,1962,129,8,1
Mad Max 2: The Road Warrior,2000000 ,1981,95,7.3,1
Boys Don't Cry,2000000 ,1999,118,7.2,1
Silent House,2000000 ,2011,85,5.2,0
The Lives of Others,2000000 ,2006,137,7.9,1
Courageous,1000000 ,2011,129,6.8,0
The Hustler,2000000 ,1961,134,7.6,1
Boom Town,2000000 ,1940,119,6.5,0
The Triplets of Belleville,8000000 ,2003,80,7.3,1
Before Sunset,2700000 ,2004,80,7.6,1
Amores perros,2000000 ,2000,154,7.6,1
Thirteen,2000000 ,2003,100,6.7,0
Gentleman's Agreement,2000000 ,1947,118,6.8,0
Winter's Bone,2000000 ,2010,100,6.8,0
Alexander's Ragtime Band,2000000 ,1938,106,4.8,0
Inside Job,2000000 ,2010,109,7.7,1
We Are Your Friends,6000000 ,2015,96,6.3,0
Harsh Times,2000000 ,2005,120,6.3,0
Captive,2000000 ,2015,97,5.6,0
Full Frontal,2000000 ,2002,96,4.8,0
Shortbus,2000000 ,2006,101,6.3,0
Waltz with Bashir,2000000 ,2008,90,7.8,1
"The Book of Mormon Movie, Volume 1: The Journey",2000000 ,2003,120,5,0
No End in Sight,2000000 ,2007,102,7.2,1
The Diary of a Teenage Girl,2000000 ,2015,98,6.8,0
In the Shadow of the Moon,2000000 ,2007,109,7.6,1
Inside Deep Throat,2000000 ,2005,92,6.8,0
The Virginity Hit,2000000 ,2010,120,4.6,0
Subway,2000000 ,1985,104,6.3,0
Six-String Samurai,2000000 ,1998,91,5.8,0
It's All Gone Pete Tong,2000000 ,2004,90,7.1,1
Saint John of Las Vegas,3800000 ,2009,84,5.9,0
Stonewall,13500000 ,2015,129,5.2,0
Roadside Romeo,7000000 ,2008,93,6.7,0
Return of the Living Dead 3,2000000 ,1993,97,5.9,0
Sherrybaby,2000000 ,2006,96,6.3,0
Grave Encounters,1000000 ,2011,92,6.1,0
Stitches,100000 ,2012,86,5.5,0
Nine Dead,2000000 ,2010,98,5.2,0
Bananas,2000000 ,1971,82,6.7,0
The Lady from Shanghai,2300000 ,1947,87,7.2,1
No Man's Land: The Rise of Reeker,2000000 ,2008,88,4.4,0
Highway,14000000 ,2002,97,5.6,0
Small Apartments,2000000 ,2012,96,5.7,0
Straight A's,7000000 ,2013,88,5.2,0
The Curse of Downers Grove,2000000 ,2015,89,4.4,0
Shark Lake,2000000 ,2015,92,4.4,0
River's Edge,19000000 ,1986,99,6.7,0
The Marine 4: Moving Target,1950000 ,2015,90,5.8,0
Buried,1987650 ,2010,94,6.6,0
Brotherly Love,1900000 ,2015,89,6.9,0
The Last Exorcism,1800000 ,2010,87,5.6,0
A Streetcar Named Desire,1800000 ,1951,125,7.6,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000 ,1964,95,8,1
The Crime of Padre Amaro,1800000 ,2002,118,6.2,0
Beasts of the Southern Wild,1800000 ,2012,93,6.8,0
Battle for the Planet of the Apes,1700000 ,1973,93,5.5,0
Higher Ground,2000000 ,2011,109,5.3,0
Hang 'em High,1800000 ,1968,114,6.7,0
Independence Daysaster,1800000 ,2013,86,4.2,0
Dysfunctional Friends,1800000 ,2012,101,5,0
Run Lola Run,1530000 ,1998,81,7.2,1
May,500000 ,2002,93,6.3,0
Against the Wild,1493619 ,2013,90,4.9,0
Conquest of the Planet of the Apes,1700000 ,1972,88,6.1,0
In the Bedroom,1700000 ,2001,130,6.4,0
I Spit on Your Grave,2000000 ,2010,108,6.3,0
"Happy, Texas",1700000 ,1999,98,5.5,0
The Lunchbox,1000000 ,2013,104,7.3,1
You Can't Take It With You,1644736 ,1938,126,7.2,1
From Here to Eternity,1650000 ,1953,118,7.2,1
She Wore a Yellow Ribbon,1600000 ,1949,103,7.1,1
The Conversation,1600000 ,1974,113,7.5,1
Waitress,2000000 ,2007,108,6.7,0
Bloodsport,1500000 ,1988,92,6.6,0
Mr. Smith Goes to Washington,1500000 ,1939,129,7.9,1
Kids,1500000 ,1995,91,6.8,0
The Squid and the Whale,1500000 ,2005,81,6.9,0
Kissing Jessica Stein,1000000 ,2001,97,5.9,0
Kickboxer: Vengeance,17000000 ,2016,90,4.5,0
Spellbound,1500000 ,1945,111,7.3,1
Buffalo '66,1500000 ,1998,110,7.1,1
Insidious,1500000 ,2010,103,6.8,0
Repo Man,1500000 ,1984,92,6.7,0
Nine Queens,1500000 ,2000,114,7.4,1
The Ballad of Jack and Rose,1500000 ,2005,111,6.5,0
The To Do List,1500000 ,2013,104,5.5,0
Killing Zoe,1500000 ,1993,96,6.1,0
The Believer,1500000 ,2001,98,6.8,0
Session 9,1500000 ,2001,100,6.2,0
My Name Is Bruce,1500000 ,2007,86,5.9,0
Road Hard,1500000 ,2015,97,6.6,0
Forty Shades of Blue,1500000 ,2005,108,6,0
Amigo,1200000 ,2010,128,6,0
Pontypool,1500000 ,2009,93,6.6,0
Trucker,2000000 ,2008,90,6.8,0
The Lords of Salem,1500000 ,2012,101,5.1,0
Closer to the Moon,9000000 ,2013,112,6.4,0
Snow White and the Seven Dwarfs,1488423 ,1937,83,6.9,0
The Holy Girl,1400000 ,2004,106,6.8,0
Shalako,1455000 ,1968,113,5.4,0
The Dog Lover,2000000 ,2016,101,5.3,0
GirlHouse,3150000 ,2014,100,5.2,0
Batman,1377800 ,1966,105,6.1,0
"Lock, Stock and Two Smoking Barrels",1350000 ,1998,105,7.5,1
The Celebration,1300000 ,1998,105,7.7,1
Journey from the Fall,1300000 ,2006,135,5,0
The Hebrew Hammer,1000000 ,2003,85,5.9,0
Rebecca,1288000 ,1940,130,7.7,1
Friday the 13th Part 2,1250000 ,1981,87,6,0
The Lost Weekend,1250000 ,1945,101,7.4,1
C.H.U.D.,1250000 ,1984,88,5.3,0
The Lion of Judah,15000000 ,2011,87,5.8,0
Niagara,1250000 ,1953,92,6.7,0
How Green Was My Valley,1250000 ,1941,118,6.8,0
"Sex, Lies, and Videotape",1200000 ,1989,100,6.7,0
Saw,1200000 ,2004,103,7.2,1
Super Troopers,3000000 ,2001,100,6.6,0
The Amazing Catfish,1300000 ,2013,87,5.7,0
The Trouble with Harry,1200000 ,1955,99,6.9,0
Home Run,1200000 ,2013,114,6.3,0
Reservoir Dogs,1200000 ,1992,99,8,1
"The Good, the Bad and the Ugly",1200000 ,1966,161,8.1,1
Blue Like Jazz,1250000 ,2012,106,5.8,0
"Pink Ribbons, Inc.",900000 ,2011,97,6.8,0
Certifiably Jonathan,1200000 ,2007,85,0,0
Desire,1344000 ,2011,103,4.1,0
The Charge of the Light Brigade,1200000 ,1936,115,6.8,0
Crowsnest,1200000 ,2012,84,4.8,0
Airborne,2600000 ,1993,91,6.1,0
Cotton Comes to Harlem,1200000 ,1970,97,6.7,0
Waiting...,3000000 ,2005,94,6.2,0
From a Whisper to a Scream,1100000 ,1987,99,6.8,0
Dracula: Pages from a Virgin's Diary,1596010 ,2002,75,6.9,0
Beyond the Black Rainbow,1100000 ,2010,110,5.7,0
The Raid,1100000 ,2011,101,7.3,1
Casablanca,878000 ,1942,102,7.9,1
Rocket Singh: Salesman of the Year,1250000 ,2009,156,7,0
Silent Running,1000000 ,1972,89,6.3,0
Rocky,1000000 ,1976,119,7.5,1
Tom Jones,1000000 ,1963,128,6.1,0
Unfriended,1000000 ,2015,82,5.5,0
Taxi Driver,1300000 ,1976,114,8,1
The Howling,1000000 ,1981,91,6.4,0
Dr. No,950000 ,1962,110,6.9,0
Hellraiser,1000000 ,1987,94,6.9,0
God's Not Dead 2,5000000 ,2016,121,5.7,0
Cry_Wolf,1000000 ,2005,90,5.6,0
Godzilla 2000,1000000 ,1999,107,5.9,0
Blue Valentine,3500000 ,2010,112,6.9,0
Transamerica,1000000 ,2005,103,6.9,0
The Devil Inside,1000000 ,2012,83,4.6,0
Beyond the Valley of the Dolls,2090000 ,1970,109,6.6,0
Love Me Tender,1000000 ,1956,89,5.5,0
An Inconvenient Truth,1000000 ,2006,100,6.7,0
Sands of Iwo Jima,1000000 ,1949,100,6.2,0
The Green Inferno,5000000 ,2014,100,5,0
The Sessions,1000000 ,2012,98,6.6,0
20 Feet from Stardom,1000000 ,2013,89,7.4,1
Two Girls and a Guy,1000000 ,1997,84,5.4,0
Who Killed the Electric Car?,1000000 ,2006,92,7.2,1
The Broken Hearts Club: A Romantic Comedy,1000000 ,2000,94,6.3,0
Bubba Ho-tep,1000000 ,2002,92,6.7,0
Brigham City,1000000 ,2001,119,7.3,1
Fiza,1000000 ,2000,170,6.1,0
Orgazmo,1000000 ,1997,94,6.2,0
Blue Car,1000000 ,2002,92,6.7,0
The Battle of Shaker Heights,1000000 ,2003,79,5.6,0
The Act of Killing,1000000 ,2012,115,7.5,1
Taxi to the Dark Side,1000000 ,2007,106,6.6,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1000000 ,2006,97,4.7,0
Antarctica: A Year on Ice,1000000 ,2013,92,7.2,1
A LEGO Brickumentary,650000 ,2015,93,6.4,0
Hardflip,1000000 ,2012,114,4.7,0
Speedway Junky,1000000 ,1999,104,5.2,0
Alone With Her,1000000 ,2006,78,6.2,0
Creative Control,1000000 ,2016,97,5.4,0
Special,1000000 ,2006,81,6.6,0
Heli,1000000 ,2013,105,6.2,0
Loving Annabelle,900000 ,2006,76,6.4,0
Hits,1000000 ,2014,96,4.9,0
Snow White: A Deadly Summer,1000000 ,2012,85,4.8,0
My Last Day Without You,1000000 ,2011,90,5.7,0
Doc Holliday's Revenge,1000000 ,2014,84,3.2,0
Bang Bang Baby,1000000 ,2014,90,6.6,0
Charly,950000 ,1968,103,6.6,0
Banshee Chapter,950000 ,2013,87,5.7,0
Ask Me Anything,950000 ,2014,100,5.5,0
Food Chains,913000 ,2014,83,7.4,1
On the Waterfront,910000 ,1954,108,8,1
L!fe Happens,930000 ,2011,100,5.3,0
"4 Months, 3 Weeks and 2 Days",852510 ,2007,113,7.3,1
Hard Candy,950000 ,2005,103,6.8,0
The Quiet,900000 ,2005,96,6.1,0
Bambi,858000 ,1942,70,6.8,0
Latter Days,850000 ,2003,107,6.7,0
"For a Good Time, Call...",850000 ,2012,85,5.8,0
A Separation,800000 ,2011,123,7.7,1
Ruby in Paradise,800000 ,1993,114,5.6,0
Raising Victor Vargas,800000 ,2002,88,7.8,1
The Mudge Boy,800000 ,2003,94,7.3,1
Dead Snow,800000 ,2009,91,6.1,0
Saints and Soldiers,780000 ,2003,90,6.6,0
American Graffiti,777000 ,1973,110,6.9,0
Safety Not Guaranteed,750000 ,2012,85,6.8,0
Kill List,500000 ,2011,95,6,0
The Innkeepers,750000 ,2011,102,5.4,0
The Conformist,750000 ,1970,107,7.6,1
Interview with the Assassin,500000 ,2002,88,5.6,0
All the Boys Love Mandy Lane,750000 ,2008,90,5.7,0
High Noon,730000 ,1952,85,7.6,1
Hoop Dreams,700000 ,1994,171,7.7,1
L.I.E.,700000 ,2001,97,6.7,0
Half Nelson,700000 ,2006,107,6.5,0
Naturally Native,700000 ,1999,107,0,0
Adulterers,750000 ,2016,80,5.2,0
Treachery,625000 ,2013,68,4.8,0
Walter,700000 ,2015,87,5.3,0
Top Hat,609000 ,1935,101,7.4,1
The Blair Witch Project,60000 ,1999,81,6.3,0
Woodstock,600000 ,1970,225,7.1,1
The Kentucky Fried Movie,600000 ,1977,83,6.4,0
They Will Have to Kill Us First,522360 ,2015,105,5,0
A Hard Day's Night,560000 ,1964,88,7.3,1
The Harvest (La Cosecha),56000 ,2011,80,0,0
Love Letters,550000 ,1983,98,4.6,0
Fireproof,500000 ,2008,122,7,0
Faith Connections,550000 ,2013,115,4.2,0
Open Water,130000 ,2004,79,5.4,0
Kingdom of the Spiders,500000 ,1977,97,5.7,0
The Station Agent,500000 ,2003,88,7.4,1
Beyond the Mat,2053648 ,1999,102,7.8,1
Osama,46000 ,2003,83,6.3,0
Sholem Aleichem: Laughing In The Darkness,500000 ,2012,93,7,0
Mean Creek,500000 ,2004,90,6.9,0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000 ,2012,88,7.1,1
Seven Samurai,2000000 ,1954,207,8.2,1
Johnny Suede,500000 ,1991,97,4.7,0
Rubber,500000 ,2010,85,5.7,0
Monsters,500000 ,2010,94,6.2,0
Detention of the Dead,500000 ,2012,87,4.5,0
Everything Put Together,500000 ,2001,87,5,0
Girls Gone Dead,500000 ,2012,104,3.5,0
The Little Ponderosa Zoo,500000 ,2014,84,2,0
Conversations with Other Women,450000 ,2006,84,6.2,0
42nd Street,439000 ,1933,89,6.1,0
Metropolitan,225000 ,1990,98,7,0
Napoleon Dynamite,400000 ,2004,95,6.7,0
Paranormal Activity,15000 ,2007,86,5.9,0
Monty Python and the Holy Grail,400000 ,1975,91,7.8,1
What Happens in Vegas,35000000 ,2008,99,5.8,0
The Dark Hours,500000 ,2005,80,5.5,0
My Beautiful Laundrette,860000 ,1985,97,6.6,0
Intolerance,385907 ,1916,197,7.4,1
The Broadway Melody,379000 ,1929,100,5,0
The Evil Dead,350000 ,1981,85,7.3,1
Maniac,6000000 ,2012,89,6,0
Murderball,300000 ,2005,88,6.9,0
Rotor DR1,350000 ,2015,98,4.7,0
12 Angry Men,350000 ,1957,96,8.2,1
It Happened One Night,325000 ,1934,105,7.7,1
Tupac: Resurrection,300000 ,2003,112,8,1
Tumbleweeds,312000 ,1999,102,6.2,0
Pieces of April,300000 ,2003,81,6.4,0
Old Joy,300000 ,2006,73,6.3,0
Wendy and Lucy,200000 ,2008,80,6.4,0
Pierrot le Fou,300000 ,1965,110,7.6,1
Ayurveda: Art of Being,300000 ,2001,101,5.5,0
"First Love, Last Rites",300000 ,1998,94,3,0
Death Race 2000,300000 ,1975,80,5.9,0
Anderson's Cross,300000 ,2010,98,0,0
Some Guy Who Kills People,300000 ,2011,97,5.7,0
Chasing Amy,250000 ,1997,113,6.7,0
Lovely & Amazing,250000 ,2001,91,6.3,0
American Desi,250000 ,2001,100,5,0
Amidst the Devil's Wings,300000 ,2014,90,0,0
Cube,250000 ,1997,90,6.9,0
Like Crazy,250000 ,2011,90,6.4,0
The Canyons,250000 ,2013,99,4.1,0
The Sticky Fingers of Time,250000 ,1997,90,4.8,0
Ink,250000 ,2009,106,6.4,0
The Christmas Bunny,250000 ,2010,96,5.7,0
The Big Parade,245000 ,1925,151,7,0
Bronson,230000 ,2008,92,6.9,0
Burn,225000 ,2012,86,6.9,0
The Stewardesses,100000 ,1969,69,4.3,0
"The Beast from 20,000 Fathoms",210000 ,1953,80,6.7,0
Mad Max,400000 ,1979,93,6.6,0
Swingers,200000 ,1996,94,6.8,0
A Fistful of Dollars,200000 ,1964,99,7.6,1
She Done Him Wrong,200000 ,1933,66,5.1,0
The Grace Card,200000 ,2011,101,6.5,0
The Business of Fancydancing,200000 ,2002,103,8,1
Malevolence,450000 ,2004,90,4.9,0
Super Hybrid,13000000 ,2010,95,4.6,0
Children of Heaven,180000 ,1997,89,7.8,1
Another Earth,100000 ,2011,92,6.8,0
Sweet Sweetback's Baadasssss Song,150000 ,1971,97,4.6,0
Tadpole,150000 ,2002,78,5.5,0
Once,160000 ,2007,85,7.3,1
Roger & Me,160000 ,1989,91,7.4,1
Your Sister's Sister,125000 ,2011,90,6.5,0
A Dog's Breakfast,120000 ,2007,88,5.9,0
The Married Woman,120000 ,1964,95,7.1,1
The Birth of a Nation,8500000 ,2016,120,6.5,0
Facing the Giants,100000 ,2006,111,6.6,0
The Gallows,100000 ,2015,87,4.9,0
Eraserhead,10000 ,1977,89,7.5,1
Pi,60000 ,1998,84,7.1,1
Queen Crab,75000 ,2015,90,3.3,0
Super Size Me,65000 ,2004,100,6.6,0
The Brain That Wouldn't Die,62000 ,1962,82,4.4,0
Absentia,70000 ,2011,92,5.8,0
Tiny Furniture,65000 ,2010,99,5.6,0
Hayride,60000 ,2012,93,5.1,0
Counting,50000 ,2015,111,8.3,1
The Signal,4000000 ,2014,95,5.8,0
The Image Revolution,50000 ,2013,81,5.7,0
"Run, Hide, Die",50000 ,2015,75,3.5,0
Mutual Appreciation,500000 ,2005,109,6.1,0
Down Terrace,31192 ,2009,89,6.3,0
Clerks,27000 ,1994,92,7.4,1
Pink Narcissus,27000 ,1971,64,6,0
Dry Spell,22000 ,2013,90,6,0
Pink Flamingos,12000 ,1972,93,6.2,0
El Mariachi,220000 ,1992,81,6.6,0
